origin,destination,date,airline,departure_time,arrival_time,duration,stops,price
Colombo,Dubai,2026-02-22,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$509
Colombo,Dubai,2026-02-22,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$534
Colombo,Dubai,2026-02-22,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$537
Colombo,Dubai,2026-02-22,Air India,"4:00 PM
 – 
5:55 PM+1",4:00 PM,,1 stop,$480
Colombo,Dubai,2026-02-22,"flydubai, Emirates","11:15 AM
 – 
9:30 PM",11:15 AM,,1 stop,$508
Colombo,Dubai,2026-02-22,Emirates,"8:15 PM
 – 
12:20 PM+1",8:15 PM,,1 stop,$508
Colombo,Dubai,2026-02-22,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$553
Colombo,Dubai,2026-02-22,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$585
Colombo,Dubai,2026-02-22,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$585
Colombo,Dubai,2026-02-22,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$633
Colombo,Dubai,2026-02-22,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$684
Colombo,Dubai,2026-02-22,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$733
Colombo,Dubai,2026-02-22,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$910
Colombo,Dubai,2026-02-22,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,"$1,110"
Colombo,Dubai,2026-02-23,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$499
Colombo,Dubai,2026-02-23,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$503
Colombo,Dubai,2026-02-23,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$523
Colombo,Dubai,2026-02-23,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$529
Colombo,Dubai,2026-02-23,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$669
Colombo,Dubai,2026-02-23,Air India,"4:00 PM
 – 
5:55 PM+1",4:00 PM,,1 stop,$442
Colombo,Dubai,2026-02-23,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$616
Colombo,Dubai,2026-02-23,Qatar Airways,"7:30 PM
 – 
4:05 AM+2",7:30 PM,,1 stop,$630
Colombo,Dubai,2026-02-23,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$681
Colombo,Dubai,2026-02-23,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$710
Colombo,Dubai,2026-02-23,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$725
Colombo,Dubai,2026-02-23,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,"$1,056"
Colombo,Dubai,2026-02-23,"SriLankan, Austrian, Eurowings","6:50 PM
 – 
7:00 AM+2",6:50 PM,,3 stops,"$5,174"
Colombo,Dubai,2026-02-24,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$499
Colombo,Dubai,2026-02-24,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$507
Colombo,Dubai,2026-02-24,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$534
Colombo,Dubai,2026-02-24,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$585
Colombo,Dubai,2026-02-24,Jazeera,"4:30 AM
 – 
6:40 PM",4:30 AM,,1 stop,$451
Colombo,Dubai,2026-02-24,"flydubai, Emirates","11:15 AM
 – 
9:30 PM",11:15 AM,,1 stop,$508
Colombo,Dubai,2026-02-24,Emirates,"8:15 PM
 – 
12:20 PM+1",8:15 PM,,1 stop,$508
Colombo,Dubai,2026-02-24,"Emirates, flydubai","8:15 PM
 – 
2:50 AM+1",8:15 PM,,1 stop,$534
Colombo,Dubai,2026-02-24,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$585
Colombo,Dubai,2026-02-24,Qatar Airways,"11:15 AM
 – 
4:05 PM+1",11:15 AM,,1 stop,$694
Colombo,Dubai,2026-02-24,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$707
Colombo,Dubai,2026-02-24,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$786
Colombo,Dubai,2026-02-24,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$788
Colombo,Dubai,2026-02-24,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$809
Colombo,Dubai,2026-02-24,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$828
Colombo,Dubai,2026-02-24,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$844
Colombo,Dubai,2026-02-24,"SriLankan, Austrian, Eurowings","7:20 AM
 – 
7:00 AM+1",7:20 AM,,3 stops,"$4,681"
Colombo,Dubai,2026-02-25,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$457
Colombo,Dubai,2026-02-25,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$499
Colombo,Dubai,2026-02-25,Emirates,"8:15 PM
 – 
2:05 AM+1",8:15 PM,,1 stop,$509
Colombo,Dubai,2026-02-25,flydubaiEmirates,"9:15 PM
 – 
12:45 AM+1",9:15 PM,,Nonstop,$534
Colombo,Dubai,2026-02-25,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$585
Colombo,Dubai,2026-02-25,Jazeera,"4:30 AM
 – 
4:00 PM",4:30 AM,,1 stop,$428
Colombo,Dubai,2026-02-25,Air India,"9:40 AM
 – 
5:55 PM",9:40 AM,,1 stop,$486
Colombo,Dubai,2026-02-25,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$533
Colombo,Dubai,2026-02-25,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$585
Colombo,Dubai,2026-02-25,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$585
Colombo,Dubai,2026-02-25,Qatar Airways,"11:15 AM
 – 
4:05 PM+1",11:15 AM,,1 stop,$633
Colombo,Dubai,2026-02-25,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$666
Colombo,Dubai,2026-02-25,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$669
Colombo,Dubai,2026-02-25,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-02-25,flydubaiEmirates,"11:00 PM
 – 
2:35 AM+1",11:00 PM,,Nonstop,$716
Colombo,Dubai,2026-02-26,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$477
Colombo,Dubai,2026-02-26,Emirates,"8:15 PM
 – 
2:05 AM+1",8:15 PM,,1 stop,$478
Colombo,Dubai,2026-02-26,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$503
Colombo,Dubai,2026-02-26,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$538
Colombo,Dubai,2026-02-26,Jazeera,"4:30 AM
 – 
4:00 PM",4:30 AM,,1 stop,$415
Colombo,Dubai,2026-02-26,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$503
Colombo,Dubai,2026-02-26,"flydubai, Emirates","11:15 AM
 – 
9:30 PM",11:15 AM,,1 stop,$517
Colombo,Dubai,2026-02-26,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$593
Colombo,Dubai,2026-02-26,Qatar Airways,"10:15 AM
 – 
10:30 PM+1",10:15 AM,,1 stop,$610
Colombo,Dubai,2026-02-26,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$705
Colombo,Dubai,2026-02-26,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$711
Colombo,Dubai,2026-02-26,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$716
Colombo,Dubai,2026-02-26,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-02-26,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$746
Colombo,Dubai,2026-02-26,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$767
Colombo,Dubai,2026-02-26,"SriLankan, Austrian, Eurowings","7:20 AM
 – 
7:00 AM+1",7:20 AM,,3 stops,"$5,141"
Colombo,Dubai,2026-02-26,"SriLankan, Austrian, Eurowings","7:20 AM
 – 
7:00 AM+1",7:20 AM,,3 stops,"$5,141"
Colombo,Dubai,2026-02-27,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$477
Colombo,Dubai,2026-02-27,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$499
Colombo,Dubai,2026-02-27,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$616
Colombo,Dubai,2026-02-27,Jazeera,"4:30 AM
 – 
6:40 PM",4:30 AM,,1 stop,$415
Colombo,Dubai,2026-02-27,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$533
Colombo,Dubai,2026-02-27,Emirates,"8:15 PM
 – 
2:05 AM+1",8:15 PM,,1 stop,$579
Colombo,Dubai,2026-02-27,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$593
Colombo,Dubai,2026-02-27,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$634
Colombo,Dubai,2026-02-27,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$635
Colombo,Dubai,2026-02-27,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$680
Colombo,Dubai,2026-02-27,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$680
Colombo,Dubai,2026-02-27,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$707
Colombo,Dubai,2026-02-27,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-02-28,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$477
Colombo,Dubai,2026-02-28,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$499
Colombo,Dubai,2026-02-28,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$509
Colombo,Dubai,2026-02-28,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$419
Colombo,Dubai,2026-02-28,Jazeera,"4:30 AM
 – 
4:00 PM",4:30 AM,,1 stop,$433
Colombo,Dubai,2026-02-28,Emirates,"8:15 PM
 – 
12:20 PM+1",8:15 PM,,1 stop,$508
Colombo,Dubai,2026-02-28,Qatar Airways,"10:15 AM
 – 
4:10 PM+1",10:15 AM,,1 stop,$630
Colombo,Dubai,2026-02-28,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$666
Colombo,Dubai,2026-02-28,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$686
Colombo,Dubai,2026-02-28,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$686
Colombo,Dubai,2026-02-28,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$686
Colombo,Dubai,2026-02-28,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$707
Colombo,Dubai,2026-02-28,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-02-28,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$716
Colombo,Dubai,2026-02-28,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$766
Colombo,Dubai,2026-02-28,"Gulf Air, Austrian, Eurowings","4:55 PM
 – 
7:00 AM+2",4:55 PM,,3 stops,"$4,299"
Colombo,Dubai,2026-02-28,"Gulf Air, Austrian, Eurowings","4:55 PM
 – 
7:00 AM+2",4:55 PM,,3 stops,"$4,299"
Colombo,Dubai,2026-03-01,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$439
Colombo,Dubai,2026-03-01,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$445
Colombo,Dubai,2026-03-01,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$519
Colombo,Dubai,2026-03-01,Air India,"4:00 PM
 – 
10:15 AM+1",4:00 PM,,1 stop,$394
Colombo,Dubai,2026-03-01,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$497
Colombo,Dubai,2026-03-01,Emirates,"8:15 PM
 – 
12:20 PM+1",8:15 PM,,1 stop,$508
Colombo,Dubai,2026-03-01,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$617
Colombo,Dubai,2026-03-01,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$675
Colombo,Dubai,2026-03-01,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$686
Colombo,Dubai,2026-03-01,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$686
Colombo,Dubai,2026-03-01,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$686
Colombo,Dubai,2026-03-01,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-03-01,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$725
Colombo,Dubai,2026-03-02,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$421
Colombo,Dubai,2026-03-02,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$421
Colombo,Dubai,2026-03-02,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$503
Colombo,Dubai,2026-03-02,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$543
Colombo,Dubai,2026-03-02,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$616
Colombo,Dubai,2026-03-02,Air India,"4:00 PM
 – 
5:55 PM+1",4:00 PM,,1 stop,$369
Colombo,Dubai,2026-03-02,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$464
Colombo,Dubai,2026-03-02,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$680
Colombo,Dubai,2026-03-02,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$680
Colombo,Dubai,2026-03-02,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-03-02,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$851
Colombo,Dubai,2026-03-02,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,"$1,110"
Colombo,Dubai,2026-03-02,"SriLankan, Austrian, Eurowings","6:50 PM
 – 
7:00 AM+2",6:50 PM,,3 stops,"$4,325"
Colombo,Dubai,2026-03-03,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$368
Colombo,Dubai,2026-03-03,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$368
Colombo,Dubai,2026-03-03,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$466
Colombo,Dubai,2026-03-03,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$509
Colombo,Dubai,2026-03-03,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$621
Colombo,Dubai,2026-03-03,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$411
Colombo,Dubai,2026-03-03,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$422
Colombo,Dubai,2026-03-03,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$621
Colombo,Dubai,2026-03-03,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$635
Colombo,Dubai,2026-03-03,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$699
Colombo,Dubai,2026-03-03,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$716
Colombo,Dubai,2026-03-03,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$725
Colombo,Dubai,2026-03-03,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$725
Colombo,Dubai,2026-03-03,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$789
Colombo,Dubai,2026-03-03,"SriLankan, Austrian, Eurowings","7:20 AM
 – 
7:00 AM+1",7:20 AM,,3 stops,"$4,360"
Colombo,Dubai,2026-03-04,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$376
Colombo,Dubai,2026-03-04,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$404
Colombo,Dubai,2026-03-04,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$472
Colombo,Dubai,2026-03-04,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$401
Colombo,Dubai,2026-03-04,Air India,"9:40 AM
 – 
5:55 PM",9:40 AM,,1 stop,$422
Colombo,Dubai,2026-03-04,flydubaiEmirates,"9:15 PM
 – 
12:45 AM+1",9:15 PM,,Nonstop,$509
Colombo,Dubai,2026-03-04,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$567
Colombo,Dubai,2026-03-04,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$585
Colombo,Dubai,2026-03-04,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$621
Colombo,Dubai,2026-03-04,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$686
Colombo,Dubai,2026-03-04,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$716
Colombo,Dubai,2026-03-04,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$716
Colombo,Dubai,2026-03-04,flydubaiEmirates,"11:00 PM
 – 
2:35 AM+1",11:00 PM,,Nonstop,$819
Colombo,Dubai,2026-03-05,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$360
Colombo,Dubai,2026-03-05,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$401
Colombo,Dubai,2026-03-05,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$433
Colombo,Dubai,2026-03-05,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$479
Colombo,Dubai,2026-03-05,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$616
Colombo,Dubai,2026-03-05,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$529
Colombo,Dubai,2026-03-05,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$599
Colombo,Dubai,2026-03-05,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$616
Colombo,Dubai,2026-03-05,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$630
Colombo,Dubai,2026-03-05,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$644
Colombo,Dubai,2026-03-05,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$716
Colombo,Dubai,2026-03-05,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$725
Colombo,Dubai,2026-03-05,"SriLankan, Austrian, Eurowings","7:20 AM
 – 
7:00 AM+1",7:20 AM,,3 stops,"$4,325"
Colombo,Dubai,2026-03-05,"SriLankan, Austrian, Eurowings","7:20 AM
 – 
7:00 AM+1",7:20 AM,,3 stops,"$4,325"
Colombo,Dubai,2026-03-06,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$350
Colombo,Dubai,2026-03-06,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$371
Colombo,Dubai,2026-03-06,flydubaiEmirates,"11:15 AM
 – 
4:45 PM",11:15 AM,,1 stop,$388
Colombo,Dubai,2026-03-06,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$371
Colombo,Dubai,2026-03-06,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$481
Colombo,Dubai,2026-03-06,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$503
Colombo,Dubai,2026-03-06,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$608
Colombo,Dubai,2026-03-06,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$627
Colombo,Dubai,2026-03-06,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$630
Colombo,Dubai,2026-03-06,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$680
Colombo,Dubai,2026-03-06,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$680
Colombo,Dubai,2026-03-06,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$688
Colombo,Dubai,2026-03-06,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$716
Colombo,Dubai,2026-03-07,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$371
Colombo,Dubai,2026-03-07,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$433
Colombo,Dubai,2026-03-07,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$435
Colombo,Dubai,2026-03-07,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$634
Colombo,Dubai,2026-03-07,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$634
Colombo,Dubai,2026-03-07,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$639
Colombo,Dubai,2026-03-07,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$648
Colombo,Dubai,2026-03-07,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$716
Colombo,Dubai,2026-03-07,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$716
Colombo,Dubai,2026-03-07,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$809
Colombo,Dubai,2026-03-07,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$809
Colombo,Dubai,2026-03-07,"Gulf Air, Austrian, Eurowings","4:55 PM
 – 
7:00 AM+2",4:55 PM,,3 stops,"$4,334"
Colombo,Dubai,2026-03-07,"Gulf Air, Austrian, Eurowings","4:55 PM
 – 
7:00 AM+2",4:55 PM,,3 stops,"$4,334"
Colombo,Dubai,2026-03-07,"Gulf Air, Austrian, Eurowings","4:55 PM
 – 
7:00 AM+2",4:55 PM,,3 stops,"$4,334"
Colombo,Dubai,2026-03-08,flydubaiEmirates,"9:10 PM
 – 
12:45 AM+1",9:10 PM,,Nonstop,$350
Colombo,Dubai,2026-03-08,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$391
Colombo,Dubai,2026-03-08,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$416
Colombo,Dubai,2026-03-08,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$458
Colombo,Dubai,2026-03-08,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$391
Colombo,Dubai,2026-03-08,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$452
Colombo,Dubai,2026-03-08,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$481
Colombo,Dubai,2026-03-08,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$509
Colombo,Dubai,2026-03-08,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$534
Colombo,Dubai,2026-03-08,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$585
Colombo,Dubai,2026-03-08,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$673
Colombo,Dubai,2026-03-08,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$716
Colombo,Dubai,2026-03-09,SriLankan,"6:40 PM
 – 
9:50 PM",6:40 PM,,Nonstop,$391
Colombo,Dubai,2026-03-09,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$467
Colombo,Dubai,2026-03-09,Emirates,"2:40 AM
 – 
5:45 AM",2:40 AM,,Nonstop,$503
Colombo,Dubai,2026-03-09,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$513
Colombo,Dubai,2026-03-09,flydubaiEmirates,"9:15 AM
 – 
12:50 PM",9:15 AM,,Nonstop,$579
Colombo,Dubai,2026-03-09,Air Arabia,"2:50 AM
 – 
6:00 AM",2:50 AM,,Nonstop,$538
Colombo,Dubai,2026-03-09,Air Arabia,"2:45 PM
 – 
5:55 PM",2:45 PM,,Nonstop,$538
Colombo,Dubai,2026-03-09,Emirates,"9:50 PM
 – 
12:50 AM+1",9:50 PM,,Nonstop,$554
Colombo,Dubai,2026-03-09,flydubaiEmirates,"5:20 PM
 – 
8:55 PM",5:20 PM,,Nonstop,$579
Colombo,Dubai,2026-03-09,Emirates,"9:55 AM
 – 
12:55 PM",9:55 AM,,Nonstop,$579
Colombo,Dubai,2026-03-09,flydubaiEmirates,"1:45 AM
 – 
5:10 AM",1:45 AM,,Nonstop,$852
Colombo,Dubai,2026-03-09,"Gulf Air, Austrian, Eurowings","4:55 PM
 – 
7:00 AM+2",4:55 PM,,3 stops,"$4,396"
Colombo,Dubai,2026-03-10,FitsAir,"1:20 PM
 – 
4:45 PM",1:20 PM,,Nonstop,$368
Colombo,Dubai,2026-03-10,SriLankan,"2:00 PM
 – 
5:10 PM",2:00 PM,,Nonstop,$391
Colombo,Dubai,2026-03-10,Air Arabia,"4:45 AM
 – 
7:55 AM",4:45 AM,,Nonstop,$435
